Código,Descrição,Cadastro,Pis Compra,Cofins Compra,Pis Venda,Cofins Venda,Carga Trib Nacional,Carga Trib Estadual,ICMS: Tributação,ICMS: Al. ICMS Int,ICMS: Cálculo ICMS,ICMS: Descreição Cálculo ICMS,ICMS: Pauta Fiscal,CSOSN: Origem Merc,CSOSN: Trib/Isento,CSOSN: Subst. Trib,CST ICMS Não Trib/Isento: Pessoa Física,CST ICMS Não Trib/Isento: Pessoa Jurídica,IPI: CST IPI Entr,IPI: CST IPI Saída,IPI: Tipo Item,IPI: Gên. Item,IPI: Combustível,IPI: Código ANP,IPI: Cód. WFiscal,IPI: Clas. IPI(NCM),IPI: Cód. Selo,IPI: Classe Enq,IPI: Cód. Reduz,PIS/COFINS: CST PIS Entr,PIS/COFINS: CST PIS Saída,PIS/COFINS: CST Cofins Entr,PIS/COFINS: CST Cofins Saída
000437,COLA C/GLITTER CORES 25 GRS. C/12 UN. APLICOLA GR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,35,,,,35069190,,,,,99,,99
000438,COLA C/GLITTER CORES 25 GRS. C/6 UN.  APLICOLA GR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,35,,,000003235,35069190,,,,,99,,99
000439,AGUARRAS GALÃO 5 LITROS,04/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,27,,,000003579,27101230,,,,99,99,99,99
000440,COLA COLORIDA CORES 23 GRS. C/6 UN. ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,35,,,000004486,35069190,,,,,99,,99
000441,COLA COLORIDA CORES 25 GRS. C/4 UN. APLICOLA GR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,35,,,000004053,35069190,,,,,99,,99
000442,COLA COLORIDA CORES 25 GRS. C/6 UN. APLICOLA GR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,35,,,000003903,35061090,,,,,99,,99
000443,LUVA DE LATEX,04/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,40,,,000005688,40151900,,,,99,99,99,99
000444,"ESPATULA DE 3,8 CM",04/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,82,,,,82141000,,,,99,99,99,99
000445,COLA EM BASTAO 10 GRS. PRITT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,35,,,000005802,35061090,,,,,99,,99
000446,COLA EM BASTAO 8 GRS. SCOTT 3M,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,35,,,000005299,35061090,,,,,99,,99
000447,ESTOPA DE ALGODÃO,04/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,103,500,,,03,53,00,52,,,000003582,52021000,,,,99,99,99,99
000448,MULTIFUNCIONAL LASER MONO DCPL5502DN 42 PPM,07/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,84,,,000003348,84433113,,,,99,99,99,99
000449,BOBINA PLASTICA PICOTADA ROLLBEG,16/06/2017,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,39,,,000003491,39232190,,,,99,99,99,99
000450,BARBANTE 4/4 ALGODAO ROLO C/750 MTS. JAF,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,52,,,000003359,52029900,,,,99,99,99,99
000451,"PASTA SUSPENSA MARMO. 0,30 S/ PLAST TIMPEL",14/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","11,88 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004876,48209000,,,,99,99,99,99
000452,"PASTA SUSPENSA MARMO. 0,30 C/ PLAST TIMPEL",14/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","11,88 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005759,48209000,,,,99,99,99,99
000453,PINCEL ATOMICO COR VM JOCAR,18/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,96,,,,96082000,,,,99,99,99,99
000454,PRENDEDOR DE PAPEIS BLINDER 25MM DESART,20/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004241,83059000,,,,99,99,99,99
000455,APAGADOR PARA QUADRO BRANCO PINCEL RARO,21/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000003526,96099000,,,,99,99,99,99
000456,"REFIL P/ MARCADOR Q. BRANCO AZ 5,5 ML PINCEL RARO",21/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,32,,,000005913,32159000,,,,99,99,99,99
000457,ENVELOPE BRANCO 114X162 MM FORONI,31/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004572,48171000,,,,99,99,99,99
000458,ENVELOPE BRANCO 250X353 MM FORONI,31/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005087,48171000,,,,99,99,99,99
000459,COLA BRANCA 40 GRS. NEW MAGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,35,,,000003766,35069190,,,,99,99,99,99
000460,PAPEL CREPOM LARANJA NOVAPRINT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004030,48081000,,,,99,99,99,99
000461,COLA BRANCA 500 GRS. NEW MAGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,35,,,000003163,35069190,,,,99,99,99,99
000462,PAPEL CREPOM VERDE CLARO NOVAPRINT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004028,48081000,,,,99,99,99,99
000463,PAPEL CREPOM PRETO NOVAPRINT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004025,48081000,,,,99,99,99,99
000464,PAPEL CREPOM VERDE NOVAPRINT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005879,48081000,,,,99,99,99,99
000465,COLA BRANCA 90 GRS. NEW MAGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,35,,,000003760,35069190,,,,99,99,99,99
000466,PAPEL CREPOM AZUL NOVAPRINT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004026,48081000,,,,99,99,99,99
000467,COLCHETE LATONADO N° 07 C/72 UNID. CHAPARRAU,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,83,,,,83051000,,,,,99,,99
000468,COLCHETE LATONADO N° 09 C/72 UNID. CHAPARRAU,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,83,,,000003498,83059000,,,,,99,,99
000469,COLCHETE LATONADO N° 10 C/72 UNID. CHAPARRAU,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,83,,,000003499,83059000,,,,,99,,99
000470,COLCHETE LATONADO N° 12 C/72 UNID. CHAPARRAU,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","6,77 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,83,,,,83051000,,,,,99,,99
000471,COLCHETE LATONADO N° 13 C/72 UNID. CHAPARRAU,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,83,,,,83051000,,,,,99,,99
000472,COLCHETE LATONADO N° 15 C/72 UNID. CHAPARRAU,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,83,,,000002961,83059000,,,,,99,,99
000473,CONJUNTO DUPLO ACRILICO ASFORA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,83,,,,83040000,,,,,99,,99
000474,CONJUNTO TRIPLO ACRILICO ACRINIL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,83,,,,83040000,,,,,99,,99
000475,PAPEL CREPOM AMARELO NOVAPRINT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004391,48081000,,,,99,99,99,99
000476,CONTRA-CAPA P/ENCADERNAÇAO PR A4 SUPER LINE,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,000004142,39202090,,,,,99,,99
000477,PAPEL CREPOM MARRON NOVAPRINT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004024,48081000,,,,99,99,99,99
000478,CONTRA-CAPA P/ENCADERNAÇAO PR OF 2 SUPER LINE,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","21,24 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48203000,,,,,99,,99
000479,COPO PLASTICO 200 ML C/100 TOTALPLAST,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","6,92 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,000003643,39241000,,,,,99,,99
000480,COPO PLASTICO 50 ML C/100 COPOPLAST,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,000003995,39241000,,,,,99,,99
000481,PAPEL CREPOM VERMELHO NOVAPRINT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004031,48081000,,,,99,99,99,99
000482,"CORRETIVO FITA 4,2MMX12M MERCUR",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","6,92 %","0,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,38,,,000004167,38249979,,,,99,99,99,99
000483,CORRETIVO FITA 5MMX10M JOCAR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","6,92 %","0,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,38,,,000004168,38249929,,,,99,99,99,99
000484,EVA TAM 40X60CM AZ LEO E LEO,12/04/2017,"0,00 %","0,00 %","0,00 %","0,00 %","6,77 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,,40081100,,,,99,99,99,99
000485,EVA TAM 40X60CM ROXO LEO E LEO,12/04/2017,"0,00 %","0,00 %","0,00 %","0,00 %","6,77 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,000003893,40081100,,,,99,99,99,99
000486,ENVELOPE BRANCO 160X230 MM FORONI,31/07/2017,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,,48171000,,,,99,99,99,99
000487,CORRETIVO LIQUIDO C/18 ML BIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","0,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,38,,,,38249929,,,,99,99,99,99
000488,PASTA CARTOLINA C/G PRETA COLORPRES AMOART,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","11,88 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004744,48209000,,,,99,99,99,99
000489,PASTA CARTOLINA C/G AZUL COLORPRES AMOART,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","11,88 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005024,48209000,,,,99,99,99,99
000490,CORRETIVO LIQUIDO C/18 ML NEW MAGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","6,92 %","0,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,38,,,000002757,38249929,,,,99,99,99,99
000491,PAPEL CREPOM AZUL CLARO NOVAPRINT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,,48081000,,,,99,99,99,99
000492,EVA TAM 40X60 CM VERDE BANDEIRA LEO E LEO,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","11,88 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,000003540,40081100,,,,99,99,99,99
000493,PAPEL LAMINADO DOURADO TAM. 60X45 CM RST,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005225,48101981,,,,99,99,99,99
000494,PAPEL COLORSET VM TAM. 50X70 CM MILPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000003602,48025691,,,,99,99,99,99
000495,CRACHA CRISTAL S/JACARE 70X10 ACP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,42,,,000005880,42023200,,,,,99,,99
000496,PAPEL COLORSET VD TAM. 50X70 CM MILPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,,48025799,,,,99,99,99,99
000497,DESCANÇO DE MAO EM GEL MULTILASER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,77 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,40,,,,40161090,,,,,99,,99
000498,DIARIO 6° AO 9° ANO MOD. 96 DIMESC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,49,,,,49019900,,,,,99,,99
000499,DIARIO EDUCACAO INFANTIL MOD. 20 DIMESC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,49,,,,49019900,,,,,99,,99
000500,DIARIO 1° AO 5° ANO MOD. 62 DIMESC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,49,,,,49019900,,,,,99,,99
000501,DIARIO 1° AO 5° ANO MOD. 63 DIMESC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,49,,,,49019900,,,,,99,,99
000502,PAPEL COLORSET AZ TAM. 50X70 CM MILPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,,48025799,,,,99,99,99,99
000503,DISPENSADOR POST-IT POP-UP 76X76 MM 3M,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48025699,,,,,99,,99
000504,TINTA ACRILICA FOSCA 250 ML AZUL ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","15,27 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,32,,,000004794,32131000,,,,99,99,99,99
000505,TINTA ACRILICA FOSCA 250 ML AMARELO ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","15,27 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,32,,,000004795,32131000,,,,99,99,99,99
000506,TINTA ACRILICA FOSCA 250 ML BRANCO ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","15,27 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,32,,,000003416,32131000,,,,99,99,99,99
000507,TINTA ACRILICA FOSCA 250 ML PRETO ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","15,27 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,32,,,000003417,32131000,,,,99,99,99,99
000508,TINTA ACRILICA FOSCA 250 ML VERMELHO ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","15,27 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,32,,,000003415,32131000,,,,99,99,99,99
000509,PAPEL VERGE 120G TAM. A4 C/50 FLS BRANCO FILIPAPER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000005872,48025710,,,,99,99,99,99
000510,"DVD-R 4,7 GB MULTILASER",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,500,03,53,00,85,,,000005072,85234110,,,,,99,,99
000511,PAPEL VERGE 120G TAM. A4 C/50 FLS VERDE FILIPAPER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,,48025710,,,,99,99,99,99
000512,"DVD-R DL 8,7 GB ELGIN",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,85,,,,85234190,,,,99,99,99,99
000513,PAPEL VERGE 120G TAM. A4 C/50 FLS SALMAO FILIPAPER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,,48025710,,,,99,99,99,99
000514,PAPEL VERGE 120G TAM. A4 C/50 FLS PALHA FILIPAPER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,,48025710,,,,99,99,99,99
000515,PAPEL VERGE 120G TAM. A4 C/50 FLS AZUL FILIPAPER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,,48025710,,,,99,99,99,99
000516,"DVD-RW 4,7GB MULTILASER",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,85,,,000004861,85234110,,,,99,99,99,99
000517,ELASTICO AMARELO C/ 1200 UN. MERCUR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","19,45 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,000003190,40169990,,,,,99,,99
000518,ELASTICO AMARELO C/01 KG. MAMUTH,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,77 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,000004036,40161090,,,,,99,,99
000519,PAPEL VERGE 120G TAM. A4 C/50 FLS ROSA FILIPAPER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,,48025710,,,,99,99,99,99
000520,ELASTICO AMARELO C/100 GRS. MAMUTH,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,77 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,000004037,40169990,,,,,99,,99
000521,PAPEL VERGE 180G TAM. A4 C/50 FLS ROSA OFF PAPER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,,48025710,,,,99,99,99,99
000522,ELASTICO AMARELO C/50 GRS. MERCUR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","19,45 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,,40169990,,,,,99,,99
000523,ELASTICO AMARELO C/50 GRS. MAMUTH,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,77 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,000003653,40169990,,,,,99,,99
000524,PAPEL ADESIVO POST-IT 76X102 MM BRW AZUL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,,48025699,,,,99,99,99,99
000525,ELASTICO AMARELO PREMIER 500G,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,77 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,,40161090,,,,,99,,99
000526,PAPEL ADESIVO POST-IT 76X102 MM BRW ROSA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000003538,48201000,,,,99,99,99,99
000527,EVA TAM 40X60 CM VD. ESCURO EVAMAX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,,40021911,,,,,99,,99
000528,EVA TAM 40X60 CM EVAMAX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,000004308,64062000,,,,,99,,99
000529,EVA TAM 40X60 CM AZ. ESCURO EVAMAX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,,40021911,,,,,99,,99
000530,EVA TAM 40X60 CM AZ. CLARO EVAMAX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,,40021911,,,,,99,,99
000531,EVA TAM 40X60 CM PR EVAMAX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,,40021911,,,,,99,,99
000532,EVA TAM 40X60 CM VM EVAMAX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,40,,,,40021911,,,,,99,,99
000533,PAPEL ADESIVO POST-IT 76X102 MM BRW VERDE,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,15 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000003539,48201000,,,,99,99,99,99
000534,ENVELOPE BRANCO 114X162 MM CELUCAT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48171000,,,,,99,,99
000535,PILHA P/ CONTROLE 21/23,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,85,,,,85061020,,,,99,99,99,99
000536,BATERIA L1131,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,85,,,,85061020,,,,99,99,99,99
